per_gop,per_dem,per_third_party,County_with_State,Date,Series_Complete_Pop_Pct,Metro_status,PCTPOVALL_2021,MEDHHINC_2021,WA,BA,IA,AAPI,MEDIAN_AGE_TOT,through_hs,college_up,target
51.9,47.0,1.1,"Darlington County, SC",05/10/2023,50.6,1,20,46291,55.6,41.6,0.5,0.7,41.0,51.76,48.24,0
50.2,49.1,0.6,"Dillon County, SC",05/10/2023,46.7,0,26,39613,47.0,46.5,3.2,0.7,38.6,63.75,36.25,0
54.2,43.8,2.0,"Dorchester County, SC",05/10/2023,55.8,1,9,71548,67.5,26.2,0.7,2.5,38.1,35.66,64.34,0
61.5,37.2,1.3,"Edgefield County, SC",05/10/2023,63.1,1,16,57774,63.8,32.9,0.6,0.8,43.0,52.35,47.65,0
38.1,60.8,1.1,"Fairfield County, SC",05/10/2023,67.8,1,20,40766,41.8,55.0,0.5,0.9,48.5,57.85,42.15,0
50.6,48.3,1.2,"Florence County, SC",05/10/2023,57.0,1,18,52062,52.2,43.9,0.5,1.8,39.2,46.49,53.51,0
55.9,43.1,1.0,"Georgetown County, SC",05/10/2023,56.6,0,14,58419,69.3,28.6,0.4,0.7,52.7,37.87,62.13,0
58.1,39.9,2.0,"Greenville County, SC",05/10/2023,57.9,1,10,68487,76.1,18.2,0.5,2.9,38.5,33.6,66.4,0
60.7,37.9,1.3,"Greenwood County, SC",05/10/2023,49.6,0,15,52462,64.5,31.9,0.6,1.4,39.8,45.74,54.26,0
42.0,57.2,0.8,"Hampton County, SC",05/10/2023,66.3,0,23,41281,45.0,52.2,0.4,0.8,41.2,62.6,37.4,0
66.1,32.9,1.0,"Horry County, SC",05/10/2023,59.1,1,12,56342,83.2,12.3,0.6,1.7,49.0,41.75,58.25,0
49.2,49.9,0.9,"Jasper County, SC",05/10/2023,40.4,1,16,54099,60.6,35.8,1.1,1.0,46.3,47.7,52.3,0
60.9,37.8,1.4,"Kershaw County, SC",05/10/2023,61.3,1,14,54900,71.3,25.0,0.5,1.0,41.0,45.89,54.11,0
60.8,38.0,1.2,"Lancaster County, SC",05/10/2023,50.2,1,11,68993,74.6,20.3,0.4,2.7,42.6,40.15,59.85,0
65.6,33.3,1.1,"Laurens County, SC",05/10/2023,40.1,1,18,53130,72.2,24.6,0.5,0.8,41.3,53.56,46.44,0
35.7,63.2,1.1,"Lee County, SC",05/10/2023,50.0,0,25,39125,35.5,62.0,0.5,0.6,42.2,57.01,42.99,0
64.2,34.1,1.7,"Lexington County, SC",05/10/2023,58.2,1,11,65016,78.0,16.7,0.6,2.6,39.9,36.82,63.18,0
51.9,47.2,0.9,"McCormick County, SC",05/10/2023,61.5,0,19,50005,58.0,39.0,0.3,0.9,59.6,51.71,48.29,0
38.8,60.3,0.8,"Marion County, SC",05/10/2023,50.6,0,29,37534,40.2,56.2,0.9,0.7,42.5,67.19,32.81,0
44.1,55.0,1.0,"Marlboro County, SC",05/10/2023,46.1,0,24,38254,41.5,50.6,5.0,0.5,41.1,68.24,31.76,0
61.4,37.3,1.2,"Newberry County, SC",05/10/2023,54.7,0,14,57072,66.9,29.3,0.9,1.0,42.2,47.94,52.06,0
73.0,25.6,1.4,"Oconee County, SC",05/10/2023,46.8,0,16,53432,89.3,7.5,0.4,0.9,47.2,42.34,57.66,0
33.0,66.2,0.7,"Orangeburg County, SC",05/10/2023,58.1,0,26,39832,35.0,61.6,0.7,1.0,40.9,47.35,52.65,0
74.6,23.7,1.7,"Pickens County, SC",05/10/2023,48.3,1,17,54415,88.5,7.2,0.3,2.0,36.1,42.95,57.05,0
30.1,68.4,1.5,"Richland County, SC",05/10/2023,64.6,1,17,56940,44.4,49.4,0.4,3.2,34.3,29.84,70.16,0
67.0,31.9,1.1,"Saluda County, SC",05/10/2023,31.7,1,16,50440,71.3,24.0,1.6,1.5,43.2,53.69,46.31,0
62.9,35.6,1.5,"Spartanburg County, SC",05/10/2023,45.5,1,13,60470,73.8,20.7,0.4,2.7,37.9,43.29,56.71,0
42.9,56.0,1.1,"Sumter County, SC",05/10/2023,59.3,1,20,48286,47.7,47.9,0.5,1.6,37.1,43.67,56.33,0
61.7,37.2,1.0,"Union County, SC",05/10/2023,43.4,1,20,43615,65.8,30.9,0.4,0.6,44.1,55.33,44.67,0
34.6,64.4,1.0,"Williamsburg County, SC",05/10/2023,59.1,0,21,40235,34.5,62.9,0.6,0.8,43.7,58.76,41.24,0
57.4,41.0,1.6,"York County, SC",05/10/2023,53.1,1,9,73466,73.7,19.4,0.8,3.6,39.5,32.2,67.8,0
74.9,22.6,2.6,"Aurora County, SD",05/10/2023,58.5,0,9,56110,93.3,1.0,2.9,0.9,40.6,47.61,52.39,0
67.9,29.8,2.3,"Beadle County, SD",05/10/2023,52.9,0,12,53648,81.3,1.6,1.7,13.3,37.4,47.97,52.03,0
58.7,39.4,1.9,"Bennett County, SD",05/10/2023,68.5,0,31,41607,34.2,0.7,58.3,0.9,31.7,42.38,57.62,0
74.5,24.0,1.5,"Bon Homme County, SD",05/10/2023,61.1,0,14,54009,88.7,1.4,8.0,0.4,41.4,44.79,55.21,0
54.9,41.9,3.1,"Brookings County, SD",05/10/2023,54.8,0,12,61581,91.4,1.9,1.4,3.3,27.6,28.31,71.69,0
60.3,37.3,2.4,"Brown County, SD",05/10/2023,60.7,0,11,62070,88.0,2.0,3.8,3.7,38.3,37.49,62.51,0
70.3,27.0,2.7,"Brule County, SD",05/10/2023,62.8,0,12,58516,82.8,0.7,12.0,0.6,42.2,46.86,53.14,0
33.3,64.1,2.6,"Buffalo County, SD",05/10/2023,64.5,0,35,25653,17.0,0.8,78.1,0.4,26.0,59.96,40.04,0
77.7,19.6,2.7,"Butte County, SD",05/10/2023,42.4,0,12,53812,92.6,0.7,2.8,0.6,40.2,49.18,50.82,0
85.6,13.4,1.0,"Campbell County, SD",05/10/2023,49.3,0,10,61892,95.8,0.4,2.0,0.4,55.8,43.65,56.35,0
67.5,31.1,1.4,"Charles Mix County, SD",05/10/2023,63.4,0,22,50712,64.2,0.5,31.4,0.3,35.8,46.8,53.2,0
74.2,23.6,2.2,"Clark County, SD",05/10/2023,53.4,0,10,59637,95.5,1.8,1.1,0.3,39.9,51.03,48.97,0
43.1,54.1,2.8,"Clay County, SD",05/10/2023,72.6,0,16,51388,88.6,1.8,4.0,2.8,25.2,30.86,69.14,1
68.1,29.2,2.8,"Codington County, SD",05/10/2023,58.9,0,9,65106,93.1,0.8,3.3,0.9,40.3,47.15,52.85,0
50.4,48.5,1.1,"Corson County, SD",05/10/2023,60.7,0,41,34372,29.5,0.7,65.7,0.5,29.4,50.02,49.98,0
70.1,27.7,2.2,"Custer County, SD",05/10/2023,53.4,1,9,68600,92.0,0.8,3.5,1.2,56.7,43.15,56.85,0
66.4,31.3,2.3,"Davison County, SD",05/10/2023,67.6,0,11,60924,92.3,1.2,3.4,1.0,40.1,43.86,56.14,0
63.1,35.5,1.5,"Day County, SD",05/10/2023,71.2,0,14,56687,86.6,0.5,9.4,0.7,46.4,46.1,53.9,1
72.3,25.9,1.8,"Deuel County, SD",05/10/2023,49.1,0,9,63342,96.8,0.9,0.9,0.2,42.4,44.54,55.46,0
40.2,57.5,2.3,"Dewey County, SD",05/10/2023,85.1,0,23,45120,19.3,0.8,73.6,0.5,27.1,53.14,46.86,1
86.0,12.7,1.3,"Douglas County, SD",05/10/2023,56.7,0,11,60711,95.0,0.5,2.4,0.1,42.2,42.04,57.96,0
77.5,21.0,1.5,"Edmunds County, SD",05/10/2023,48.5,0,10,67142,96.8,0.3,1.2,0.6,45.2,40.74,59.26,0
71.2,26.1,2.7,"Fall River County, SD",05/10/2023,64.7,0,13,52113,86.9,1.4,6.4,1.9,53.1,42.73,57.27,0
81.6,16.8,1.7,"Faulk County, SD",05/10/2023,57.6,0,15,59970,98.0,0.4,0.6,0.4,42.8,38.49,61.51,0
69.9,28.2,1.9,"Grant County, SD",05/10/2023,53.2,0,9,66697,96.1,0.9,1.3,0.6,46.3,45.75,54.25,0
78.4,20.2,1.4,"Gregory County, SD",05/10/2023,53.4,0,14,45603,87.7,0.5,8.0,0.6,44.7,48.13,51.87,0
90.2,9.2,0.5,"Haakon County, SD",05/10/2023,44.2,0,10,54380,92.0,0.3,3.0,0.7,45.0,50.73,49.27,0
76.9,21.0,2.1,"Hamlin County, SD",05/10/2023,49.2,0,7,75467,96.6,0.6,0.9,0.6,31.6,47.17,52.83,0
78.1,20.3,1.6,"Hand County, SD",05/10/2023,50.7,0,8,64118,96.8,0.5,0.7,0.8,44.6,36.64,63.36,0
75.1,23.3,1.6,"Hanson County, SD",05/10/2023,47.0,0,8,79602,96.2,0.7,0.9,0.4,39.7,41.12,58.88,0
92.0,6.0,2.0,"Harding County, SD",05/10/2023,19.6,0,11,58187,93.9,1.1,2.6,0.5,41.9,39.95,60.05,0
63.3,33.9,2.8,"Hughes County, SD",05/10/2023,76.8,0,9,72724,82.7,0.8,12.6,0.7,39.3,33.11,66.89,1
78.2,20.2,1.6,"Hutchinson County, SD",05/10/2023,56.3,0,12,60502,95.4,1.0,1.8,0.4,41.4,40.18,59.82,0
79.4,19.2,1.4,"Hyde County, SD",05/10/2023,57.0,0,11,60715,84.6,0.6,11.0,0.4,43.4,41.43,58.57,0
66.2,32.2,1.6,"Jackson County, SD",05/10/2023,60.1,0,28,39639,37.9,1.5,53.4,0.2,28.4,52.34,47.66,0
71.7,26.8,1.5,"Jerauld County, SD",05/10/2023,54.5,0,13,67818,95.3,0.4,1.2,0.5,47.7,52.55,47.45,0
83.1,15.0,1.8,"Jones County, SD",05/10/2023,82.3,0,12,53891,88.6,0.3,7.2,0.2,49.4,39.82,60.18,1
68.5,29.5,2.0,"Kingsbury County, SD",05/10/2023,72.1,0,9,60106,96.0,0.7,1.2,0.8,42.7,46.6,53.4,1
62.7,35.2,2.1,"Lake County, SD",05/10/2023,54.0,0,9,67151,94.1,1.3,1.6,1.1,44.6,36.17,63.83,0
63.3,32.8,3.9,"Lawrence County, SD",05/10/2023,62.3,0,13,62652,92.6,1.1,2.1,1.6,44.6,33.81,66.19,0
60.6,37.0,2.5,"Lincoln County, SD",05/10/2023,64.8,1,3,91352,93.1,2.3,0.8,1.9,36.1,27.39,72.61,0
65.2,32.9,1.9,"Lyman County, SD",05/10/2023,70.7,0,20,48076,53.7,0.7,39.3,0.7,36.9,42.77,57.23,1
71.3,26.5,2.2,"McCook County, SD",05/10/2023,60.8,1,9,69208,95.7,0.7,1.7,0.3,38.4,44.55,55.45,0
81.2,16.8,2.0,"McPherson County, SD",05/10/2023,41.6,0,16,49970,97.0,0.7,0.5,0.5,49.5,53.33,46.67,0
59.1,39.4,1.5,"Marshall County, SD",05/10/2023,55.4,0,11,62871,86.9,1.1,9.5,0.3,42.6,39.55,60.45,0
72.2,24.0,3.7,"Meade County, SD",05/10/2023,57.4,1,9,63475,89.8,2.0,3.3,1.6,37.5,34.81,65.19,0
58.4,38.8,2.9,"Mellette County, SD",05/10/2023,42.6,0,30,40223,37.5,0.7,55.0,0.3,32.2,55.46,44.54,0
69.2,28.1,2.7,"Miner County, SD",05/10/2023,56.9,0,10,60032,95.4,1.2,0.5,0.6,44.9,53.92,46.08,0
53.3,43.8,2.8,"Minnehaha County, SD",05/10/2023,72.9,1,9,73040,84.9,6.9,3.0,2.4,35.9,32.64,67.36,1
60.9,36.8,2.4,"Moody County, SD",05/10/2023,53.2,0,10,66527,79.1,1.2,13.8,2.2,40.6,37.93,62.07,0
9.3,88.4,2.3,"Oglala Lakota County, SD",05/10/2023,91.0,0,43,35046,5.7,0.4,89.5,0.5,27.0,56.73,43.27,1
61.0,35.8,3.2,"Pennington County, SD",05/10/2023,63.6,1,11,64387,82.9,1.4,10.0,1.6,40.5,33.75,66.25,0
83.9,14.3,1.7,"Perkins County, SD",05/10/2023,32.7,0,14,49810,94.7,0.5,2.6,0.6,47.7,41.68,58.32,0
82.5,16.4,1.0,"Potter County, SD",05/10/2023,62.9,0,10,64542,93.0,0.5,3.7,1.3,46.9,45.0,55.0,0
55.8,42.4,1.7,"Roberts County, SD",05/10/2023,82.6,0,17,55666,56.4,0.7,38.4,0.4,37.9,46.3,53.7,1
76.4,21.7,1.9,"Sanborn County, SD",05/10/2023,58.1,0,12,61286,96.7,0.4,1.0,0.2,41.9,51.95,48.05,0
66.5,31.6,1.9,"Spink County, SD",05/10/2023,54.7,0,11,62269,95.4,0.8,2.1,0.2,44.6,41.5,58.5,0
72.8,25.5,1.7,"Stanley County, SD",05/10/2023,63.3,0,7,73957,88.3,1.1,7.2,0.4,42.4,42.49,57.51,0
78.1,19.9,2.0,"Sully County, SD",05/10/2023,47.3,0,7,62078,93.7,0.8,3.5,0.1,48.3,40.02,59.98,0
21.0,77.3,1.7,"Todd County, SD",05/10/2023,82.8,0,39,36362,8.5,0.5,84.5,3.8,23.3,52.67,47.33,1
80.2,18.4,1.5,"Tripp County, SD",05/10/2023,47.5,0,20,50688,79.8,0.4,16.2,0.5,43.7,54.1,45.9,0
72.3,25.0,2.6,"Turner County, SD",05/10/2023,56.5,1,9,66854,96.5,0.6,1.1,0.4,41.9,41.34,58.66,0
67.1,30.8,2.1,"Union County, SD",05/10/2023,56.8,1,6,87314,93.9,1.4,1.0,1.8,40.9,33.78,66.22,0
76.2,21.9,1.9,"Walworth County, SD",05/10/2023,52.4,0,16,53162,79.5,0.4,14.8,1.8,42.7,46.06,53.94,0
60.4,36.8,2.8,"Yankton County, SD",05/10/2023,69.5,0,11,65826,92.4,1.9,3.1,0.8,42.0,42.12,57.88,0
44.6,53.1,2.3,"Ziebach County, SD",05/10/2023,39.1,0,38,37066,26.0,0.7,68.7,0.3,33.1,52.87,47.13,0
65.2,33.0,1.8,"Anderson County, TN",05/10/2023,57.6,1,14,58633,91.3,4.0,0.5,1.6,42.1,43.7,56.3,0
75.2,23.3,1.5,"Bedford County, TN",05/10/2023,44.8,0,13,55420,86.1,8.7,1.4,1.3,37.2,57.99,42.01,0
78.1,21.1,0.9,"Benton County, TN",05/10/2023,45.7,0,18,45165,94.3,2.5,0.8,0.6,46.9,63.63,36.37,0
82.1,16.9,1.1,"Bledsoe County, TN",05/10/2023,38.2,0,22,44867,91.8,5.5,0.7,0.4,46.2,66.76,33.24,0
71.1,26.9,2.0,"Blount County, TN",05/10/2023,54.0,1,9,62724,93.5,3.0,0.5,1.1,44.0,46.14,53.86,0
76.8,21.5,1.8,"Bradley County, TN",05/10/2023,43.2,1,11,56273,90.2,5.4,0.7,1.5,40.2,44.23,55.77,0
82.6,16.3,1.1,"Campbell County, TN",05/10/2023,45.4,1,19,44325,97.3,0.6,0.3,0.5,43.8,59.8,40.2,0
79.2,19.2,1.6,"Cannon County, TN",05/10/2023,33.3,1,14,53093,94.6,2.3,0.6,0.6,41.8,60.1,39.9,0
77.3,21.5,1.2,"Carroll County, TN",05/10/2023,50.4,0,15,45997,86.5,10.0,0.6,0.5,41.4,52.79,47.21,0
80.0,18.5,1.5,"Carter County, TN",05/10/2023,41.9,1,17,45293,94.5,1.8,0.5,0.6,46.5,51.02,48.98,0
71.3,27.2,1.5,"Cheatham County, TN",05/10/2023,61.1,1,8,75162,93.8,2.9,0.6,0.6,41.4,51.08,48.92,0
78.5,18.6,2.9,"Chester County, TN",05/10/2023,36.9,1,17,51615,87.0,9.3,0.7,0.8,37.8,57.34,42.66,0
81.9,17.0,1.1,"Claiborne County, TN",05/10/2023,48.0,0,17,43331,95.9,1.2,0.4,1.0,43.1,56.67,43.33,0
78.0,21.0,1.1,"Clay County, TN",05/10/2023,30.7,0,18,39770,95.8,1.6,0.6,0.3,48.0,66.35,33.65,0
81.8,17.0,1.1,"Cocke County, TN",05/10/2023,51.7,0,21,40572,94.6,2.2,0.6,0.6,45.4,63.23,36.77,0
73.6,23.5,2.9,"Coffee County, TN",05/10/2023,47.9,0,15,55070,91.2,4.2,0.6,1.4,39.6,50.19,49.81,0
76.4,22.6,1.0,"Crockett County, TN",05/10/2023,50.1,1,15,50792,82.0,13.8,0.9,0.5,40.2,56.47,43.53,0
78.0,20.8,1.2,"Cumberland County, TN",05/10/2023,48.7,0,14,52000,96.5,0.9,0.5,0.8,53.3,50.65,49.35,0
32.4,64.5,3.1,"Davidson County, TN",05/10/2023,68.3,1,15,65463,65.9,26.9,0.5,4.0,35.0,31.17,68.83,0
80.7,17.2,2.1,"Decatur County, TN",05/10/2023,39.2,0,17,48292,94.3,2.7,0.6,0.9,45.7,58.57,41.43,0
78.4,20.6,1.1,"DeKalb County, TN",05/10/2023,42.7,0,15,45612,94.1,2.2,0.6,1.3,42.1,58.86,41.14,0
72.5,25.1,2.4,"Dickson County, TN",05/10/2023,50.3,1,12,61219,92.0,4.0,0.6,0.8,40.2,52.5,47.5,0
78.0,20.9,1.0,"Dyer County, TN",05/10/2023,42.0,0,16,51499,81.3,15.1,0.5,0.8,39.3,49.45,50.55,0
68.3,30.6,1.2,"Fayette County, TN",05/10/2023,59.0,1,12,70943,70.0,27.4,0.5,0.9,47.7,44.28,55.72,0
85.2,13.9,0.8,"Fentress County, TN",05/10/2023,35.1,0,19,41469,97.0,0.6,0.5,0.6,46.5,59.48,40.52,0
73.1,25.4,1.5,"Franklin County, TN",05/10/2023,42.9,0,12,57723,91.2,5.0,0.6,1.0,42.2,52.66,47.34,0
72.8,25.8,1.4,"Gibson County, TN",05/10/2023,47.0,0,13,51280,79.3,17.6,0.4,0.5,39.5,52.91,47.09,0
74.1,25.0,0.9,"Giles County, TN",05/10/2023,40.8,0,12,55468,86.5,9.6,0.6,0.6,43.1,56.34,43.66,0
84.5,14.5,1.0,"Grainger County, TN",05/10/2023,50.4,1,16,46983,96.6,1.1,0.5,0.4,46.1,60.71,39.29,0
79.3,18.5,2.2,"Greene County, TN",05/10/2023,47.5,0,12,54166,94.9,2.4,0.4,0.7,45.2,56.62,43.38,0
82.0,16.9,1.1,"Grundy County, TN",05/10/2023,31.5,0,20,41266,96.0,1.1,0.7,0.6,43.2,63.55,36.45,0
76.4,22.3,1.3,"Hamblen County, TN",05/10/2023,44.0,1,18,48483,90.9,4.4,0.9,1.7,40.5,53.83,46.17,0
53.8,44.1,2.0,"Hamilton County, TN",05/10/2023,58.6,1,12,65689,76.3,18.4,0.6,2.5,39.9,34.58,65.42,0
86.4,13.2,0.4,"Hancock County, TN",05/10/2023,33.4,0,27,34055,97.1,0.6,0.3,0.3,44.6,61.76,38.24,0
57.2,41.5,1.2,"Hardeman County, TN",05/10/2023,48.5,0,20,44314,55.5,41.5,0.4,0.9,40.4,61.35,38.65,0
82.8,15.4,1.8,"Hardin County, TN",05/10/2023,41.9,0,17,50309,93.6,3.4,0.6,0.6,46.1,60.18,39.82,0
82.2,16.4,1.4,"Hawkins County, TN",05/10/2023,45.9,1,16,49873,96.0,1.5,0.4,0.7,45.9,56.05,43.95,0
44.9,53.9,1.1,"Haywood County, TN",05/10/2023,54.4,0,21,42634,47.3,50.5,0.5,0.4,42.7,64.0,36.0,0
81.5,17.4,1.1,"Henderson County, TN",05/10/2023,42.4,0,13,53282,88.6,7.8,0.5,0.5,41.5,60.15,39.85,0
74.7,23.6,1.7,"Henry County, TN",05/10/2023,49.2,0,16,45980,89.3,7.4,0.5,0.7,46.3,59.09,40.91,0
77.1,21.7,1.3,"Hickman County, TN",05/10/2023,43.7,1,16,50345,92.2,4.7,0.8,0.5,41.3,64.22,35.78,0
73.7,23.6,2.6,"Houston County, TN",05/10/2023,44.5,0,15,48788,92.9,3.4,0.5,0.8,43.8,59.76,40.24,0
74.3,24.5,1.2,"Humphreys County, TN",05/10/2023,42.4,0,12,55298,93.5,2.9,0.8,0.8,43.0,61.33,38.67,0
77.4,21.3,1.3,"Jackson County, TN",05/10/2023,36.1,0,21,43611,96.5,0.9,0.8,0.2,47.5,63.58,36.42,0
79.0,19.7,1.3,"Jefferson County, TN",05/10/2023,51.6,1,14,50969,95.1,2.1,0.5,0.8,44.7,49.93,50.07,0
82.9,16.0,1.1,"Johnson County, TN",05/10/2023,38.6,0,23,42230,95.5,2.4,0.4,0.3,47.7,59.09,40.91,0
56.5,41.5,2.1,"Knox County, TN",05/10/2023,62.2,1,12,64817,85.7,8.8,0.4,2.7,37.6,32.93,67.07,0
73.4,25.9,0.8,"Lake County, TN",05/10/2023,36.5,0,33,29281,69.3,26.9,0.8,0.4,40.2,69.15,30.85,0
63.3,35.6,1.1,"Lauderdale County, TN",05/10/2023,38.8,0,21,42280,61.6,34.8,0.9,0.6,39.2,66.95,33.05,0
81.9,17.1,1.0,"Lawrence County, TN",05/10/2023,38.0,0,13,49794,95.3,1.8,0.5,0.6,39.1,57.66,42.34,0
79.8,19.1,1.1,"Lewis County, TN",05/10/2023,36.6,0,14,50422,94.6,2.2,0.6,0.9,42.7,59.58,40.42,0
78.7,18.7,2.6,"Lincoln County, TN",05/10/2023,42.4,0,14,52018,88.9,7.1,0.8,0.9,42.5,57.12,42.88,0
74.0,23.7,2.3,"Loudon County, TN",05/10/2023,65.8,1,9,72378,95.0,1.7,0.6,1.2,49.9,44.36,55.64,0
79.7,19.1,1.2,"McMinn County, TN",05/10/2023,41.3,0,14,50480,92.3,3.9,0.6,0.8,42.6,52.2,47.8,0
80.6,17.2,2.1,"McNairy County, TN",05/10/2023,49.1,0,15,45083,90.9,6.1,0.6,0.5,43.1,62.86,37.14,0
85.3,13.8,0.9,"Macon County, TN",05/10/2023,34.0,1,15,49357,95.1,1.4,0.9,0.9,38.1,69.11,30.89,0
55.7,42.8,1.4,"Madison County, TN",05/10/2023,56.0,1,17,53954,58.3,38.0,0.4,1.3,39.1,43.75,56.25,0
74.8,24.0,1.3,"Marion County, TN",05/10/2023,47.5,1,16,51898,92.7,4.0,0.6,0.7,44.4,57.59,42.41,0
74.2,24.2,1.5,"Marshall County, TN",05/10/2023,44.1,0,11,64710,90.0,6.4,0.6,0.8,39.5,51.88,48.12,0
67.4,30.9,1.7,"Maury County, TN",05/10/2023,66.6,1,10,68425,84.2,11.4,0.5,1.3,39.2,41.8,58.2,0
80.7,18.2,1.0,"Meigs County, TN",05/10/2023,70.1,0,15,51337,94.7,2.1,0.9,0.4,45.5,61.03,38.97,1
80.7,18.1,1.2,"Monroe County, TN",05/10/2023,44.6,0,15,50364,94.6,2.2,0.7,0.7,45.0,55.07,44.93,0
55.0,42.3,2.7,"Montgomery County, TN",05/10/2023,62.3,1,10,63593,69.2,22.2,0.7,2.8,31.6,33.31,66.69,0
81.6,16.2,2.2,"Moore County, TN",05/10/2023,22.5,0,9,62609,93.9,2.4,0.4,1.7,45.3,53.39,46.61,0
84.2,14.2,1.6,"Morgan County, TN",05/10/2023,53.1,1,18,48122,93.9,3.6,0.6,0.4,42.4,64.57,35.43,0
79.8,19.1,1.1,"Obion County, TN",05/10/2023,43.6,0,15,50021,86.2,10.7,0.4,0.6,42.6,62.12,37.88,0
78.9,20.3,0.9,"Overton County, TN",05/10/2023,36.4,0,14,45793,96.9,0.9,0.5,0.3,43.3,65.22,34.78,0
81.0,17.9,1.1,"Perry County, TN",05/10/2023,42.1,0,17,43998,93.2,3.0,0.7,0.9,42.6,66.82,33.18,0
81.2,17.9,0.9,"Pickett County, TN",05/10/2023,46.2,0,14,44566,97.7,0.4,0.4,0.3,51.5,58.55,41.45,0
81.2,17.8,0.9,"Polk County, TN",05/10/2023,42.4,1,13,50863,96.5,0.8,0.6,0.5,46.2,53.53,46.47,0
70.7,27.3,1.9,"Putnam County, TN",05/10/2023,52.5,0,13,52138,92.9,2.5,0.8,1.7,36.1,46.56,53.44,0
81.0,17.4,1.6,"Rhea County, TN",05/10/2023,44.3,0,15,50479,94.2,2.2,0.7,0.8,41.6,55.57,44.43,0
74.2,23.3,2.5,"Roane County, TN",05/10/2023,45.5,1,13,56355,94.0,2.9,0.5,0.8,46.9,45.53,54.47,0
72.8,25.8,1.5,"Robertson County, TN",05/10/2023,54.1,1,10,67539,88.5,7.8,0.7,1.1,39.3,51.47,48.53,0
56.6,41.2,2.1,"Rutherford County, TN",05/10/2023,56.4,1,8,77942,75.1,17.1,0.6,4.1,34.4,35.13,64.87,0
88.4,10.9,0.7,"Scott County, TN",05/10/2023,37.8,0,22,40788,97.6,0.4,0.4,0.4,40.4,66.27,33.73,0
80.7,17.9,1.4,"Sequatchie County, TN",05/10/2023,35.8,1,13,55099,96.0,1.1,0.6,0.6,44.7,57.73,42.27,0
77.6,20.0,2.4,"Sevier County, TN",05/10/2023,51.9,0,13,51771,94.5,1.6,0.7,1.5,44.1,48.79,51.21,0
34.0,64.4,1.6,"Shelby County, TN",05/10/2023,58.1,1,18,54931,40.2,54.6,0.4,3.1,36.0,38.29,61.71,0
78.8,19.9,1.2,"Smith County, TN",05/10/2023,34.1,1,11,56567,94.4,2.5,0.6,0.6,40.8,55.59,44.41,0
78.6,19.6,1.8,"Stewart County, TN",05/10/2023,45.8,0,13,56764,93.6,2.1,0.8,1.1,43.6,54.11,45.89,0
75.1,23.2,1.6,"Sullivan County, TN",05/10/2023,58.4,1,17,49489,94.4,2.5,0.4,0.9,44.8,45.02,54.98,0
68.5,29.9,1.6,"Sumner County, TN",05/10/2023,50.2,1,8,71268,86.9,8.6,0.4,1.8,40.0,38.44,61.56,0
73.5,25.0,1.5,"Tipton County, TN",05/10/2023,41.8,1,13,62814,77.7,18.4,0.5,0.9,39.0,47.46,52.54,0
73.4,25.3,1.3,"Trousdale County, TN",05/10/2023,37.8,1,17,49014,85.8,11.1,0.6,0.4,34.9,59.9,40.1,0
79.4,19.4,1.1,"Unicoi County, TN",05/10/2023,55.8,1,14,44971,96.6,0.8,0.7,0.4,47.3,50.59,49.41,0
83.7,15.4,0.9,"Union County, TN",05/10/2023,35.9,1,15,51102,97.0,0.7,0.6,0.3,43.0,63.19,36.81,0
80.2,18.6,1.2,"Van Buren County, TN",05/10/2023,59.8,0,17,45565,96.4,1.1,0.5,0.4,46.8,68.41,31.59,0
74.0,24.5,1.5,"Warren County, TN",05/10/2023,42.6,0,15,48444,92.5,3.9,0.5,1.1,40.5,62.9,37.1,0
67.2,31.0,1.9,"Washington County, TN",05/10/2023,62.0,1,14,56071,91.2,4.3,0.5,1.8,40.5,38.23,61.77,0
86.9,12.3,0.8,"Wayne County, TN",05/10/2023,41.9,0,19,47563,90.8,7.1,0.5,0.3,43.7,62.57,37.43,0
75.7,22.0,2.3,"Weakley County, TN",05/10/2023,39.5,0,18,44799,87.9,8.3,0.5,1.4,37.3,56.6,43.4,0
80.8,18.0,1.2,"White County, TN",05/10/2023,43.6,0,16,45239,95.2,1.9,0.5,0.7,43.2,58.98,41.02,0
62.2,36.1,1.7,"Williamson County, TN",05/10/2023,68.6,1,4,123474,87.9,4.2,0.3,5.6,40.4,17.11,82.89,0
67.7,29.9,2.4,"Wilson County, TN",05/10/2023,55.4,1,7,82489,86.8,7.9,0.5,2.6,39.9,35.92,64.08,0
78.6,20.6,0.8,"Anderson County, TX",05/10/2023,40.6,0,20,54515,74.0,21.9,0.8,1.2,39.3,56.62,43.38,0
84.3,14.5,1.2,"Andrews County, TX",05/10/2023,45.3,0,11,70005,93.8,2.0,1.6,0.8,32.2,55.24,44.76,0
72.5,26.4,1.0,"Angelina County, TX",05/10/2023,47.6,0,18,50620,80.6,15.7,0.8,1.3,37.4,47.8,52.2,0
75.2,23.7,1.1,"Aransas County, TX",05/10/2023,58.2,1,15,55435,92.6,2.0,1.4,2.1,49.7,44.26,55.74,0
89.7,9.3,1.0,"Archer County, TX",05/10/2023,60.5,1,9,69286,94.0,1.3,1.7,0.8,42.7,47.43,52.57,0
93.1,6.7,0.2,"Armstrong County, TX",05/10/2023,40.4,1,9,64401,94.6,1.7,1.8,0.4,43.3,35.17,64.83,0
